iter	Logloss
203	0.3484350667
204	0.3481515172
205	0.347528783
206	0.3469094762
207	0.3462594537
208	0.3456425725
209	0.3449420931
210	0.344490469
211	0.3438419094
212	0.3429890342
213	0.3420765623
214	0.3413502673
215	0.3407683302
216	0.3404976675
217	0.340186398
218	0.3396448224
219	0.339113392
220	0.3384299611
221	0.3379926788
222	0.3375527539
223	0.3367860077
224	0.3362993943
225	0.3354255148
226	0.3351625294
227	0.334989208
228	0.3344446077
229	0.3336445443
230	0.3333179269
231	0.3326979868
232	0.3320126445
233	0.3315716016
234	0.3312120573
235	0.3307866967
236	0.3301782715
237	0.3298738323
238	0.3292910834
239	0.3289342517
240	0.3282027957
241	0.327400534
242	0.3272572249
243	0.3268888963
244	0.3262652273
245	0.3253631458
246	0.3248474193
247	0.3244992212
248	0.3235801602
249	0.3233247983
250	0.3229710419
251	0.3226293006
252	0.3225082401
253	0.3222718183
254	0.3218303523
255	0.321608066
256	0.3211062167
257	0.3204515135
258	0.3201904665
259	0.3196998605
260	0.3191572668
261	0.3185277415
262	0.3180781859
263	0.3179046429
264	0.3167049541
265	0.3162601077
266	0.3155209099
267	0.315191482
268	0.3150330296
269	0.3149278097
270	0.3144743302
271	0.3141223456
272	0.3139945237
273	0.313678129
274	0.3131810094
275	0.3127446426
276	0.3124274645
277	0.3121284636
278	0.3117479547
279	0.3112785202
280	0.3111714792
281	0.3101894938
282	0.3098151266
283	0.3088896592
284	0.3079681763
285	0.3075437101
286	0.3072451694
287	0.3070913282
288	0.3066140253
289	0.3064332214
290	0.3060243656
291	0.3054539571
292	0.3050226887
293	0.30448859
294	0.3039945932
295	0.3038119045
296	0.3034887682
297	0.3032166986
298	0.302740065
299	0.3024165623
300	0.3022480901
301	0.3017689488
302	0.301420603
303	0.300925465
304	0.3003823449
305	0.2994426872
306	0.2987217956
307	0.2978242072
308	0.2975456787
309	0.2968878728
310	0.2965690155
311	0.2960053087
312	0.2956103742
313	0.2952342457
314	0.2947284361
315	0.2935832023
316	0.2932363893
317	0.292761738
318	0.292564793
319	0.2923135507
320	0.2918355221
321	0.2914162513
322	0.291226762
323	0.2907883743
324	0.2904499878
325	0.2900402979
326	0.2894267141
327	0.2887958018
328	0.2883269205
329	0.2880476978
330	0.2877346373
331	0.2874521668
332	0.2873472897
333	0.2871646712
334	0.2870140094
335	0.2868805845
336	0.2866222381
337	0.286186087
338	0.2857677434
339	0.2855262377
340	0.2851547814
341	0.2849867096
342	0.2844797619
343	0.284285925
344	0.2840922246
345	0.2840111553
346	0.2837077688
347	0.2830801654
348	0.2826124063
349	0.2821084057
350	0.2820061269
351	0.2816915366
352	0.2813761618
353	0.2812287971
354	0.2806077127
355	0.2802598329
356	0.2798338224
357	0.2796571664
358	0.2793126081
359	0.2788057451
360	0.2780665841
361	0.2777281731
362	0.2776001824
363	0.2774522243
364	0.2771606729
365	0.2767218667
366	0.2762858728
367	0.2761142194
368	0.2755390621
369	0.2754259275
370	0.2751180304
371	0.2748333345
372	0.2743974247
373	0.2737411925
374	0.2734875741
375	0.2730645466
376	0.2729335638
377	0.2728100423
378	0.2724840579
379	0.2722534963
380	0.2720386364
381	0.2719925004
382	0.2717684001
383	0.2714322338
384	0.2711711904
385	0.2709962386
386	0.2708957216
387	0.2705620868
388	0.2700014012
389	0.2694505853
390	0.2689975126
391	0.2685611313
392	0.2678043402
393	0.2674992583
394	0.2670934595
395	0.2669095812
396	0.2667614791
397	0.266197139
398	0.2659169447
399	0.2657998658
400	0.2654981086
401	0.2652682261
402	0.2647728401
403	0.2646017794
404	0.2641445335
405	0.2635647334
406	0.2629700159
407	0.262850288
408	0.2627169312
409	0.2624492596
410	0.2621017074
411	0.2619092999
412	0.2615760353
413	0.2612786323
414	0.2609806691
415	0.2607678407
416	0.2603518947
417	0.2600278842
418	0.2597906828
419	0.259499217
420	0.259135221
421	0.259025528
422	0.258903554
423	0.2584428416
424	0.2582403576
425	0.2578912277
426	0.2576933255
427	0.2574434473
428	0.2570914888
429	0.2569200021
430	0.2566681008
431	0.2562860103
432	0.2558553795
433	0.2555595944
434	0.2552349814
435	0.2549873291
436	0.2546962604
437	0.2545619476
438	0.2541224048
439	0.2539779525
440	0.2537308796
441	0.2535701543
442	0.2530009888
443	0.2526864523
444	0.2523006445
445	0.2518781189
446	0.251686056
447	0.2514203413
448	0.2511615052
449	0.2509260633
450	0.2505641976
451	0.2503033669
452	0.2501350543
453	0.2498950865
454	0.2497912873
455	0.2493186615
456	0.2488762148
457	0.2487316334
458	0.2485430499
459	0.2480903531
460	0.2479982204
461	0.2478846483
462	0.2477718501
463	0.2475450395
464	0.2472013693
465	0.2469318423
466	0.2467567167
467	0.2465885086
468	0.246288543
469	0.2460572765
470	0.2459324129
471	0.2458708409
472	0.2454758823
473	0.2451465268
474	0.2447765192
475	0.24466661
476	0.244599899
477	0.2444291714
478	0.2442324011
479	0.2442094399
480	0.243758566
481	0.2432760195
482	0.2429882915
483	0.2429155108
484	0.2427406581
485	0.2425252605
486	0.2422549858
487	0.2420675037
488	0.2418942051
489	0.2417448747
490	0.2415247106
491	0.2409634568
492	0.2406725454
493	0.2402185999
494	0.2401300643
495	0.2397110503
496	0.2394622283
497	0.2393140917
498	0.2392040582
499	0.2390888837
500	0.2388646805
501	0.2386231408
502	0.2381804045
503	0.2380682049
504	0.2377850395
505	0.237511731
506	0.2372916523
507	0.2367316021
508	0.2361332155
509	0.2358151529
510	0.2356961365
511	0.235455355
512	0.2351967125
513	0.2350128272
514	0.2349620326
515	0.2346494302
516	0.234344517
517	0.2341731511
518	0.2341078365
519	0.2339008477
520	0.2338369157
521	0.2337777457
522	0.2333115486
523	0.2332297332
524	0.2328326525
525	0.2327407625
526	0.2325812639
527	0.2322697137
528	0.2321102952
529	0.2319173703
530	0.2314671379
531	0.2311156788
532	0.2309918418
533	0.2308735299
534	0.2307748811
535	0.2306091056
536	0.2304116538
537	0.2301945097
538	0.2300423607
539	0.2299694361
540	0.229740954
541	0.2295862176
542	0.2292020653
543	0.229088559
544	0.2288175131
545	0.2286611804
546	0.2285472462
547	0.2283449582
548	0.2281215047
549	0.2278951641
550	0.227664449
551	0.2272148779
552	0.2270415688
553	0.2266984901
554	0.2264875058
555	0.2263597775
556	0.2261667826
557	0.2258842025
558	0.225706096
559	0.2256787308
560	0.2255027418
561	0.2252193992
562	0.2250024621
563	0.2248752038
564	0.2245285694
565	0.2243622501
566	0.2241869092
567	0.2241124077
568	0.2238350438
569	0.2234823454
570	0.2233954013
571	0.2232628926
572	0.2231291193
573	0.2229060844
574	0.2227243812
575	0.2224087206
576	0.2217763586
577	0.2216205262
578	0.221359793
579	0.2211738511
580	0.220897096
581	0.2206527562
582	0.2205304039
583	0.2202258124
584	0.2199480477
585	0.2197711213
586	0.219664014
587	0.219261756
588	0.2191053793
589	0.2190421162
590	0.2189931532
591	0.2186463775
592	0.2182698175
593	0.2180308153
594	0.2179870117
595	0.2176677764
596	0.2175477611
597	0.2173665451
598	0.2173380029
599	0.2170992085
600	0.2169902419
601	0.2163036043
602	0.2162014576
603	0.2159805388
604	0.2157252468
605	0.2155842875
606	0.2155122381
607	0.2151781083
608	0.2148676312
609	0.2148040665
610	0.2146296772
611	0.2145680014
612	0.2142463516
613	0.2140036767
614	0.213937939
615	0.2135167558
616	0.2134605379
617	0.2134222086
618	0.213039377
619	0.2129495304
620	0.2126993793
621	0.2126260366
622	0.2123518153
623	0.2121560625
624	0.2118941373
625	0.2117301505
626	0.2112959958
627	0.2111554603
628	0.2110000391
629	0.2108448925
630	0.2107635157
631	0.210702264
632	0.2105219322
633	0.2103703112
634	0.2102360946
635	0.2099251931
636	0.2098061266
637	0.2097343989
638	0.2094914872
639	0.2094550847
640	0.2091987114
641	0.2089309012
642	0.2087772602
643	0.2086991762
644	0.2084910771
645	0.2080912462
646	0.2078254066
647	0.2076667805
648	0.2074337171
649	0.2071456825
650	0.2069589947
651	0.206927713
652	0.2067485687
653	0.2064816508
654	0.2060151334
655	0.2056985997
656	0.2054067366
657	0.2053447607
658	0.2052745321
659	0.2051239815
660	0.2046860658
661	0.2045604556
662	0.2043731079
663	0.2041857057
664	0.2038767884
665	0.2033703948
666	0.2032333854
667	0.2030342918
668	0.2027994222
669	0.2024642695
670	0.2024034575
671	0.2022235815
672	0.2020108014
673	0.2016960571
674	0.2014665565
675	0.2011800417
676	0.2010690035
677	0.2009174492
678	0.2006272209
679	0.200460778
680	0.2002193718
681	0.2001374598
682	0.1996765201
683	0.1991202131
684	0.1989611855
685	0.1986613128
686	0.1984199427
687	0.1982795108
688	0.1978471415
689	0.1977975213
690	0.1974661215
691	0.197326645
692	0.1969952956
693	0.1965710089
694	0.1965374936
695	0.1964645076
696	0.1961830345
697	0.1959348122
698	0.1956346616
699	0.1955553978
700	0.1952928665
701	0.1951379984
702	0.1946480374
703	0.1944279402
704	0.1943100576
705	0.1942082125
706	0.1938684011
707	0.1937941203
708	0.1936095019
709	0.193593088
710	0.1935522863
711	0.1932561408
712	0.1930734934
713	0.1928041355
714	0.1924174264
715	0.1922641787
716	0.1918937043
717	0.1914773917
718	0.1913972396
719	0.1912019258
720	0.1908079048
721	0.1906646884
722	0.1904921456
723	0.1902945282
724	0.1902430817
725	0.1901316736
726	0.1899034331
727	0.1898698435
728	0.1897117548
729	0.189399131
730	0.1893629336
731	0.1893139827
732	0.1892208634
733	0.1889591333
734	0.1888459635
735	0.1888242729
736	0.1884602962
737	0.1883970568
738	0.1880949679
739	0.1877990181
740	0.1876136679
741	0.1875899336
742	0.1872385153
743	0.1870323213
744	0.1870107821
745	0.1869760357
746	0.1868615588
747	0.1866932857
748	0.1866659469
749	0.1863628114
750	0.1863285467
751	0.186280995
752	0.1860060157
753	0.1858057425
754	0.1856463767
755	0.1855957989
756	0.1855443811
757	0.1852223551
758	0.1849422974
759	0.1846295623
760	0.1845986673
761	0.1844628295
762	0.1842659461
763	0.1840427833
764	0.1836502128
765	0.1832813387
766	0.1832481446
767	0.1832161207
768	0.1831813692
769	0.1828746225
770	0.1825986886
771	0.1821614945
772	0.1817947334
773	0.1817717998
774	0.1815802979
775	0.181362001
776	0.1810794686
777	0.1810364494
778	0.1809829579
779	0.1807680088
780	0.180531575
781	0.1802347816
782	0.1800744518
783	0.1800526751
784	0.1797403956
785	0.1795720803
786	0.1790932456
787	0.1787560686
788	0.1783505286
789	0.1780922385
790	0.1778049795
791	0.1777806362
792	0.1774891178
793	0.1772805832
794	0.1770885855
795	0.1766334256
796	0.1763872266
797	0.1763685067
798	0.176352814
799	0.1761654326
800	0.1758727331
801	0.1758253437
802	0.1755211307
803	0.175364568
804	0.1753305775
805	0.1753097296
806	0.1749916459
807	0.1748793108
808	0.174790742
809	0.1745793837
810	0.1741333403
811	0.1739842114
812	0.1734901846
813	0.1734620647
814	0.17321409
815	0.1731894898
816	0.1729091712
817	0.1727051078
818	0.1726547603
819	0.1724868257
820	0.1723242634
821	0.172253867
822	0.1718782694
823	0.1716985458
824	0.1714807242
825	0.1713079114
826	0.1712848562
827	0.1711577985
828	0.1710619247
829	0.1709521385
830	0.1706578172
831	0.1705939407
832	0.1703778935
833	0.1702034139
834	0.1699412435
835	0.169916988
836	0.1696148592
837	0.1695867437
838	0.1693823906
839	0.1693595047
840	0.169278052
841	0.1691117556
842	0.1688186062
843	0.1685635319
844	0.1683112458
845	0.1680518797
846	0.1680014696
847	0.1676389793
848	0.1676125691
849	0.1675885947
850	0.1675624067
851	0.1673044426
852	0.1670735665
853	0.1668941783
854	0.1667814347
855	0.1665144947
856	0.1663387375
857	0.1662757173
858	0.1662555691
859	0.1658625206
860	0.1656542485
861	0.1654660533
862	0.165263303
863	0.1651114283
864	0.1648603445
865	0.1647119986
866	0.164644519
867	0.1644180652
868	0.1643972548
869	0.164232778
870	0.1642135427
871	0.1639755715
872	0.163855327
873	0.1636583999
874	0.1632414788
875	0.1629429876
876	0.1627646477
877	0.1625371481
878	0.1622956375
879	0.1621443667
880	0.161960771
881	0.1617401739
882	0.1617267801
883	0.1612309337
884	0.1612088497
885	0.1609666006
886	0.1606875143
887	0.1606643478
888	0.1604339031
889	0.1603576058
890	0.1601659251
891	0.1599845499
892	0.1598914704
893	0.1597397333
894	0.1595541251
895	0.1595327772
896	0.1595094228
897	0.1593245641
898	0.1591355745
899	0.1591176017
900	0.1590542752
901	0.1590370857
902	0.1590189039
903	0.1588028596
904	0.1585299319
905	0.1582458072
906	0.157997105
907	0.157976284
908	0.1577936769
909	0.1575991711
910	0.1573581462
911	0.1573358338
912	0.1571834137
913	0.1567203799
914	0.1564330621
915	0.1564135165
916	0.1563920927
917	0.1562667959
918	0.1560773015
919	0.1558674636
920	0.1555964409
921	0.1552152672
922	0.1550176986
923	0.1549931603
924	0.1548755274
925	0.1547210098
926	0.1542790876
927	0.1541258964
928	0.1540088624
929	0.1537357091
930	0.1535290994
931	0.1535102357
932	0.1532881144
933	0.1531878763
934	0.1529875391
935	0.1527407555
936	0.1525238168
937	0.1521826266
938	0.1519605457
939	0.1518100509
940	0.1516435267
941	0.1514460822
942	0.1510710672
943	0.1507853306
944	0.150697348
945	0.1505130305
946	0.1504475781
947	0.1500239954
948	0.1498183453
949	0.1494898448
950	0.149401489
951	0.1491629333
952	0.149144613
953	0.1489887025
954	0.1488533886
955	0.1486796081
956	0.1486616202
957	0.14860631
958	0.1485860202
959	0.1485684722
960	0.1482664951
961	0.1480263335
962	0.1478599433
963	0.1475593162
964	0.1473768879
965	0.1472572981
966	0.1472311744
967	0.146998956
968	0.1467964575
969	0.1465744656
970	0.1463475297
971	0.1460648174
972	0.1456168446
973	0.1455371783
974	0.145367489
975	0.1451918403
976	0.1450898872
977	0.1449261325
978	0.1447217556
979	0.1445247613
980	0.1443702105
981	0.1443536864
982	0.1442339368
983	0.1440805375
984	0.143928351
985	0.1435340655
986	0.1435153551
987	0.1433484197
988	0.1431512486
989	0.1431162264
990	0.1429948711
991	0.1427701128
992	0.1425961339
993	0.1425080015
994	0.1424894665
995	0.142474067
996	0.1422066461
997	0.1419929563
998	0.1417364649
999	0.1415745688
